web-scraper-order,web-scraper-start-url,comments,posts,posts-href,comments_scroll,new_comments_scroll,scores,compound,sentiment_type
1638143471-1536,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,xoxomarlaxoxoAbsolutely all of them and woooooody is the best character everrrr!!!!!3w1 likeReply,xoxomarlaxoxoabsolutely woooooody best character everrrr3w1 likereply,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,POSITIVE
1638143471-1531,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,"joost.bony1. Toy Story 3 
2. Toy Story 2 
3. Toy Story 
4. Toy Story 4
But there all like so close and all incredible movies in there own right3w18 likesReply",joostbony1 toy story 3 2 toy story 2 3 toy story 4 toy story 4 like close incredible movies right3w18 likesreply,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}",0.3612,POSITIVE
1638143471-1538,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,mrgor.rowToy Story 3 bc it got me sad by the time the credits rolled.3w23 likesReply,mrgorrowtoy story 3 bc got sad time credits rolled3w23 likesreply,"{'neg': 0.246, 'neu': 0.556, 'pos': 0.198, 'compound': -0.1531}",-0.1531,NEGATIVE
1638143471-1532,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,"ciaran.flynn07For me, it’s Toy Story 3. Not only is it my favourite Toy Story movie, but my favourite Pixar movie.3w13 likesReply",ciaranflynn07for toy story 3 favourite toy story movie favourite pixar movie3w13 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143471-1526,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,"imdbVerified“We've done our duty. Andy's grown up.” 💚 Which #ToyStory film is your favorite?

📸: Curious Charts / @raccoon.society3w",imdbverifiedweve done duty andys grown toystory film favorite curious charts raccoonsociety3w,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.6486}",0.6486,POSITIVE
1638143471-1537,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,marysaylisnkaIn their speeches they call3w136 likesReply,marysaylisnkain speeches call3w136 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143471-1527,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,the_minimalist____#13wReply,the_minimalist____13wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143471-1530,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,"eden_rahavToy story 2 always has been my favorite, from the epic opening of Buzz Lightyear to the end of the movie3w41 likesReply",eden_rahavtoy story 2 always favorite epic opening buzz lightyear end movie3w41 likesreply,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}",0.4588,POSITIVE
1638143471-1534,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,aminalenzzPOSI VIBES ONLY!3w216 likesReply,aminalenzzposi vibes only3w216 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143471-1535,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,gen___d3😍3w2 likesReply,gen___d33w2 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143471-1528,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,mariadomenique#3 is my fav3wReply,mariadomenique3 fav3wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143471-1529,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,___blackviper___Toy Story 3 is absolute class and imo one of the best movies of all time - certainly pixar's best.3w59 likesReply,___blackviper___toy story 3 absolute class imo one best movies time certainly pixars best3w59 likesreply,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.765}",0.765,POSITIVE
1638143471-1533,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV-wV9LtXwi/,adonismimonDefinitely toy story 33w9 likesReply,adonismimondefinitely toy story 33w9 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143449-1409,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,"imdbVerified'A Journal for Jordan' Trailer

Real love takes sacrifice. Directed by #DenzelWashington and starring @michaelbjordan and @chantee__, this is #AJournalForJordan.3w",imdbverifieda journal jordan trailer real love takes sacrifice directed denzelwashington starring michaelbjordan chantee__ ajournalforjordan3w,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.6369}",0.6369,POSITIVE
1638143449-1416,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,mexicansting*Has slightly worn in shoes* HE’S NOT MY TYPE3w1 likeReply,mexicanstinghas slightly worn shoes hes type3w1 likereply,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.228}",-0.228,NEGATIVE
1638143449-1421,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,"bjohnsoncgmJust incredible, can’t wait to see these King’s and Queen’s at work.  Congratulations @michaelbjordan and all cast members.3w1 likeReply",bjohnsoncgmjust incredible cant wait see kings queens work congratulations michaelbjordan cast members3w1 likereply,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.5994}",0.5994,POSITIVE
1638143449-1419,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,keemissaofficial🙌🔥3wReply,keemissaofficial3wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143449-1420,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,cheekyjerica12anyway🐨3w133 likesReply,cheekyjerica12anyway3w133 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143449-1415,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,rosanne.rodrigues.5👏👏👏3wReply,rosannerodrigues53wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143449-1417,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,mahdiaqawantedwhere are the comments?3wReply,mahdiaqawantedwhere comments3wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143449-1411,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,nataliab_8Simple Beautiful👏❤️🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈❤️2w1 likeReply,nataliab_8simple beautiful2w1 likereply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143449-1418,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,svenjav55💋 lust3w30 likesReply,svenjav55 lust3w30 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143449-1413,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,david10084🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥3wReply,david100843wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143449-1412,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,all_my_richesThanking Michael B Jordan for his service 🔥😏✨3w1 likeReply,all_my_richesthanking michael b jordan service 3w1 likereply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143449-1414,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,zil_a_anwarThis is awesome 👏👏3wReply,zil_a_anwarthis awesome 3wreply,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,POSITIVE
1638143449-1410,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0rAr9LE06/,eliaslima.2787#DenzelWashington👏👏👏👏👏❤❤❤❤❤3wReply,eliaslima2787denzelwashington3wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143452-1430,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,sabryx_martinezQUEEN ❤️3w6 likesReply,sabryx_martinezqueen 3w6 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143452-1427,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,niloufarpeirovi😑😒👎👎👎👎3w8 likesReply,niloufarpeirovi3w8 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143452-1423,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,isabelborgesShe’s perfect 😭😭😭😭😭3w20 likesReply,isabelborgesshes perfect 3w20 likesreply,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,POSITIVE
1638143452-1424,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,m._90ksThe oscar is waiting for her 🔥🔥❤️❤️3w15 likesReply,m_90ksthe oscar waiting 3w15 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143452-1431,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,nemo_se_debet_nisi_coram_deoActually thought she was brilliant in underwater3w6 likesReply,nemo_se_debet_nisi_coram_deoactually thought brilliant underwater3w6 likesreply,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.5859}",0.5859,POSITIVE
1638143452-1429,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,leticiaa_lopesI love her 😍😍👏👏 can’t wait for the Oscar ❤️3w3 likesReply,leticiaa_lopesi love cant wait oscar 3w3 likesreply,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,POSITIVE
1638143452-1428,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,itsfriendstvI can't wait to see this movie 😍3w8 likesReply,itsfriendstvi cant wait see movie 3w8 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143452-1425,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,"alex.mvichGreat q&a, I love all of her answers3w14 likesReply",alexmvichgreat qa love answers3w14 likesreply,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,POSITIVE
1638143452-1433,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,upcomingattractionsSo incredibly excited for this!3w3 likesReply,upcomingattractionsso incredibly excited this3w3 likesreply,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.4005}",0.4005,POSITIVE
1638143452-1422,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,"imdbVerifiedKristen Stewart Answers Fan Questions 👑

#KristenStewart reveals what she took from the #Spencer set, why Diana's accent was challenging, and her favorite meal to cook.👩‍🍳 @spencer_movie3w",imdbverifiedkristen stewart answers fan questions kristenstewart reveals took spencer set dianas accent challenging favorite meal cook spencer_movie3w,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.7096}",0.7096,POSITIVE
1638143452-1434,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,baniamin.baniaminBeautiful🇲🇨😂👏👏2wReply,baniaminbaniaminbeautiful2wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143452-1426,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,ht3.14159I love her friendship with Pablo they sound like they had so much fun making the movie3w17 likesReply,ht314159i love friendship pablo sound like much fun making movie3w17 likesreply,"{'neg': 0.0, 'neu': 0.352, 'pos': 0.648, 'compound': 0.9169}",0.9169,POSITIVE
1638143452-1432,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV0zjIjNmn2/,slq_7184Good questions. Refreshing actually. Usually it’s the same damn questions when she’s being interviewed.3w3 likesReply,slq_7184good questions refreshing actually usually damn questions shes interviewed3w3 likesreply,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}",-0.4019,NEGATIVE
1638143455-1438,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,stephenhonnanThe movie is terrible3w50 likesReply,stephenhonnanthe movie terrible3w50 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143455-1446,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,sandeep_bhajanThese 3 Are incredible ❤️3w3 likesReply,sandeep_bhajanthese 3 incredible 3w3 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143455-1442,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,"arnaudsprengerNotice in the fourth photo how  Dwayne's arm is around Gal, but his hand is not touching her hip. It looks unnatural. This is what the #metoo craze has brought about, I guess.3wReply",arnaudsprengernotice fourth photo dwaynes arm around gal hand touching hip looks unnatural metoo craze brought guess3wreply,"{'neg': 0.085, 'neu': 0.745, 'pos': 0.17, 'compound': 0.3818}",0.3818,POSITIVE
1638143455-1443,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,_sarialtin_🇵🇸3w14 likesReply,_sarialtin_3w14 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143455-1441,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,"scars.gamesIs she done kiIIing women , children and civilians in Palestine ???3w39 likesReply",scarsgamesis done kiiiing women children civilians palestine 3w39 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143455-1435,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,"imdbVerified🚨🚨🚨 @gal_gadot, @vancityreynolds, and @therock are red hot at the LA premiere of #RedNotice.⁣
⁣
📸: Amy Sussman/Getty Images3w",imdbverified gal_gadot vancityreynolds therock red hot la premiere rednotice amy sussmangetty images3w,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143455-1439,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,layan__shaikhAnother shitty movie3w55 likesReply,layan__shaikhanother shitty movie3w55 likesreply,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.5574}",-0.5574,NEGATIVE
1638143455-1437,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,cheekyjerica13😑jm3w131 likesReply,cheekyjerica13jm3w131 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143455-1436,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,"aubreemaltbieGrowing in relationships with friends and family, clear mindset, and positive energy! ????3w213 likesReply",aubreemaltbiegrowing relationships friends family clear mindset positive energy 3w213 likesreply,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.886}",0.886,POSITIVE
1638143455-1440,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,ademjkemalYou know this film won’t get more than 6.5 on imdb.3w64 likesReply,ademjkemalyou know film wont get 65 imdb3w64 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143455-1444,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,"mr.kevmmWow a generic cast for a generic movie. So excited, definitely not flopping in the box office.3w18 likesReply",mrkevmmwow generic cast generic movie excited definitely flopping box office3w18 likesreply,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.6249}",0.6249,POSITIVE
1638143455-1447,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,noyanaveh_The best cast ever!! And gal looked super cute !!3w1 likeReply,noyanaveh_the best cast ever gal looked super cute 3w1 likereply,"{'neg': 0.0, 'neu': 0.387, 'pos': 0.613, 'compound': 0.9022}",0.9022,POSITIVE
1638143455-1445,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3VpUvvywV/,mixedcoffee🤮3w30 likesReply,mixedcoffee3w30 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143457-1455,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,mariakyrmaJust Frida...I love it3w4 likesReply,mariakyrmajust fridai love it3w4 likesreply,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,POSITIVE
1638143457-1450,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,canadablack4uForever a goddess 🔥🙌3w16 likesReply,canadablack4uforever goddess 3w16 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143457-1451,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,delozier5815😘3w57 likesReply,delozier58153w57 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143457-1456,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,arupchakroborty596Very thank you so much1wReply,arupchakroborty596very thank much1wreply,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,POSITIVE
1638143457-1457,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,chellegutaGorgeous !!!😍😍😍3w1 likeReply,chellegutagorgeous 3w1 likereply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143457-1448,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,"imdbVerifiedHow Well Does @salmahayek Know Her IMDb Page?

Which fast-food commercial did #SalmaHayek star in? We quiz the #Eternals star on how well she knows her IMDb page.3w",imdbverifiedhow well salmahayek know imdb page fastfood commercial salmahayek star quiz eternals star well knows imdb page3w,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4939}",0.4939,POSITIVE
1638143457-1452,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,"melodic_alBeautiful and very symphatic as an actress, as a woman. :)1dReply",melodic_albeautiful symphatic actress woman 1dreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143457-1459,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,thesihnnerSalma also played Dominican activist Minerva Mirabal in the early 2000s2w1 likeReply,thesihnnersalma also played dominican activist minerva mirabal early 2000s2w1 likereply,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.34,POSITIVE
1638143457-1458,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,candygreenartShe’s awesome :) you know I’m 34 cause I still use that word.3w1 likeReply,candygreenartshes awesome know im 34 cause still use word3w1 likereply,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.6249,POSITIVE
1638143457-1460,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,arupchakroborty596Are you well1wReply,arupchakroborty596are well1wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143457-1453,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,ryanthomasjericShe was so good in House of Gucci 🙌3wReply,ryanthomasjericshe good house gucci 3wreply,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,POSITIVE
1638143457-1449,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,thenexttomI love these imdb videos. Salma is a legend.3w22 likesReply,thenexttomi love imdb videos salma legend3w22 likesreply,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,POSITIVE
1638143457-1454,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3fKF6MDnf/,henryknightfireSo happy... It went well...3w5 likesReply,henryknightfireso happy went well3w5 likesreply,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,POSITIVE
1638143459-1463,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,pouyand7Interstellar 🔥3w9 likesReply,pouyand7interstellar 3w9 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143459-1467,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,whydy2669❤️❤️👏😍👏😍🔥🔥😍I love him3wReply,whydy2669i love him3wreply,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,POSITIVE
1638143459-1472,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,natnatallaganHow to lose a guy and INTERSTELLAR FOSHO❤️❤️❤️❤️3wReply,natnatallaganhow lose guy interstellar fosho3wreply,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}",-0.4019,NEGATIVE
1638143459-1462,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,d_a_e_lllWatched #thegentlemen last night and LOVED every minute. He’s got the skills 🤩3wReply,d_a_e_lllwatched thegentlemen last night loved every minute hes got skills 3wreply,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5994}",0.5994,POSITIVE
1638143459-1470,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,gabimostro8Dallas...👏👏👏👏👏👏3wReply,gabimostro8dallas3wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143459-1471,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,ripublication😍😍😍😍 i loved3wReply,ripublication loved3wreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143459-1461,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,"imdbVerifiedAlright, alright, alright it's #MatthewMcConaughey's birthday! 🎂 From #DazedAndConfused to #TheGentlemen, which of his roles is your favorite? 🤠3w",imdbverifiedalright alright alright matthewmcconaugheys birthday dazedandconfused thegentlemen roles favorite 3w,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7184}",0.7184,POSITIVE
1638143459-1465,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,"alekevpRust Cohle, True Detective. Brilliant performance.3w6 likesReply",alekevprust cohle true detective brilliant performance3w6 likesreply,"{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.765}",0.765,POSITIVE
1638143459-1468,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,munevvriskenderİnterstellar 👏🔥😱3w2 likesReply,munevvriskenderinterstellar 3w2 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143459-1469,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,rajmohil008Cooper & Cohle is my all time favourite ! 🙌3w2 likesReply,rajmohil008cooper cohle time favourite 3w2 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143459-1473,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,logomehdi_ebTrue Detective3w7 likesReply,logomehdi_ebtrue detective3w7 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143459-1466,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,radovic404True detective3w6 likesReply,radovic404true detective3w6 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143459-1464,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV3yiYKly3Z/,polixkleinInterstellar and Dallas Buyers Club3w5 likesReply,polixkleininterstellar dallas buyers club3w5 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143462-1479,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV5xnxhtB_F/,cindy18miltonsyria☀3w135 likesReply,cindy18miltonsyria3w135 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143462-1482,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV5xnxhtB_F/,mahavir.sharmaThe domino tumbling scene 🔥3w13 likesReply,mahavirsharmathe domino tumbling scene 3w13 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1638143462-1474,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV5xnxhtB_F/,"imdbVerifiedRemember, remember, the fifth of November... 🌹 

What's your favorite moment from #VForVendetta?3w",imdbverifiedremember remember fifth november whats favorite moment vforvendetta3w,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.4588}",0.4588,POSITIVE
1638143462-1478,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV5xnxhtB_F/,kaushikhandiqueA masterpiece! ❤️3w38 likesReply,kaushikhandiquea masterpiece 3w38 likesreply,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,POSITIVE
1638143462-1485,https://www.instagram.com/imdb/,,,https://www.instagram.com/p/CV5xnxhtB_F/,ocean._.filmشاهکار 😍3w6 likesReply,ocean_filmشاهکار 3w6 likesreply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
